,ref_id,client_division,description,vendor,contract_value,contract_date,type,date_won,currency
260,11701,Emergency Medical Services,"For the provision of Software and hardware maintenance and upgrades including rehosting support for VisiCard for the period from January 1, 2021 to December 31, 2021, all in accordance with the signed Purchase and Services Agreement dated November 22, 2016 and quote #8192 dated March 23, 2021.",tritech software system,191257.68,05/07/2021,non-competitive,,CAD
261,11715,Fire Services,"For the purchase of a demonstrator model 105' Spartan/Smeal ""quint"" firefighting aerial truck.",safetek emergency vehicles ltd,1268933.0,05/05/2021,non-competitive,,CAD
262,11706,Fire Services,For the purchase of a demonstrator model 116' Bronto Skylift articulating aerial device built on a Spartan Motors chassis,fort garry fire trucks ltd,1595000.0,05/05/2021,non-competitive,,CAD
263,11683,City Manager's Office,"For the purchase of software for online subscription mapping and analysis tool that instantly evaluates properties within the City of Toronto in relation to their development potential ""Improving Outcomes for Toronto Residents through Implementation of HousingTO 2020-2030"".",ratio city inc,632500.0,05/05/2021,non-competitive,,CAD
264,11661,Fire Services,For the provision of a training Mobile Pump Simulator that will facilitate Toronto Fire Services (TFS) firefighters' training on multiple disciplines related to pump operations while physical distancing. ,ml supply fire  safety,118430.0,05/04/2021,non-competitive,,CAD
265,11698,Fleet Services,"AMENDMENT #5 - May 4, 2021 - NCPR 11698,Increased to contract value from $102,481.00 to $142,481.00 and extended the validity date from July 1,,2021, to June 30, 2022.",,142481.0,05/04/2021,non-competitive,,CAD
266,11571,Information & Technology,"For the supply, delivery and warranty of existing Westbury SMI18 software licenses and related services,as required for the Technology Services for the period of April 16, 2021 to April 15, 2022 with the option to renew for a second year.",sumo it solutions inc,54952.87,05/04/2021,non-competitive,,CAD
267,11620,Economic Development & Culture,"Amendment - For the provision of Custodial Services required for various Scarborough locations and building types throughout the City of Toronto for Economic Development & Culture (ED&C),To extend validity date from March 31, 2021 to May 31, 2021",waterford services inc,0.0,05/03/2021,non-competitive,,CAD
268,11681,"Parks, Forestry & Recreation","Amendment - continue the provision of the rental services of portable toilets with sinks, including the servicing of rentals units twice per day, damage waiver, delivery and fuel surcharge of twenty-two (22) units",,99754.02,04/30/2021,non-competitive,,CAD
269,11700,Transportation Services,"or the supply, delivery, installation and removal of barricades, OTM approved signage and traffic control,devices for the City of Toronto that are required to support the ActiveTO Program that commences,effective May 1, 2021.,This Blanket Contract is based on the same terms and conditions and pricing that were outlined in Contract # 47019435",sidan traffic control service,422443.1,04/29/2021,non-competitive,,CAD
270,11526,"Social Development, Finance & Administration","AUTHORITY: MM25.32 Approved by City Council on October 27, 28 and 30, 2020,To provide a robust communication and engagement program to support the Rapid Housing Initiative in 2021",ideaspace consulting inc,453495.0,04/28/2021,non-competitive,,CAD
271,11696,Information & Technology,"AUTHORITY: GL11.12, adopted by City Council on January 29, 2020,For the provision of OpenText software licenses for the integration of the MLS Portals for License Application and License Renewal with Captiva and T-Recs, all in accordance with the Subordinate Agreement and Order Schedule dated this 30th day of March, 2021 made pursuant to the Non-OPS Client Agreement between Open Text Corporation and the City of Toronto dated April 6, 2020.",opentext,26940.92,04/28/2021,non-competitive,,CAD
272,11694,Information & Technology,"For the provision of software support, maintenance, and upgrades for Microsoft Unified Support Program,for the period from May 1, 2021 to May 31, 2026, all in accordance with the signed Microsoft Enterprise,Services Work Order terms and conditions and the provisions of the Microsoft Services Agreement reference 5555737.",microsoft canada inc,8225763.0,04/26/2021,non-competitive,,CAD
273,11690,City Manager's Office,"AMENDMENT # 1 April 27, 2021 - (NCP 11690),Added line item 30 in the amount of $20,000 for the provision of Research Consultant within the project,team to define the project approach in the discovery stage, and thereafter leading on key service design,activities and extended the delivery date until October 31, 2021.",mccallum taylor quinn,45000.0,04/27/2021,non-competitive,,CAD
274,11594,"Shelter, Support & Housing Administration","For the provision of two hundred and twenty (220) 4700AM 3 Stage HEPA Air Scrubbers, all in accordance with Kazbo Contracting & Consulting Quote No. 5412989-1-01.",kazbo consulting  contracting,484000.0,04/27/2021,non-competitive,,CAD
275,10834 (11106),Facilities Design & Construction,"AMENDMENT NO.2 - September 21, 2020 (NCP 11106 Original NCP 10834),Increased the contract value by $416,000,000 net of all taxes and charges, and extended the validity date,to March 31, 2021. The overall target value increased from $ $834,000.00, to $1,250,000.00, net of all,taxes and charges as approved by GGLC - GL14.21 on July 7, 2020.",chubb edwards utc fire  security,1250000.0,09/21/2020,non-competitive,,CAD
276,10848,Toronto Water,"AUTHORITY: GL11.12, Adopted by City Council on January 29, 2020,For the implementation of Blazon which provides the ability to convert a final completed and approved form,to a PDF document with the authorizing signature",open text corporation,16400.0,06/25/2020,non-competitive,,CAD
277,10579,Toronto Water,For work already completed for the emergency rental of two (2) generators at the M&T Pumping Station Building. ,ws nicholls construction,63538.25,03/12/2020,non-competitive,,CAD
278,11678,"Parks, Forestry & Recreation","AUTHORITY: GL21.22, adopted by the General Government & Licensing Committee on March 29, 2021,Added Line Item 50 in the amount of $ 936,905.00, net of Harmonized Sales Tax, and extended the validity date to June 30, 2022 to continue the maintenance of the temporary shoring scaffolding system installed at Scarborough Gardens Arena.",northstar scaffold,936905.0,04/26/2021,non-competitive,,CAD
279,11651,Economic Development & Culture,"To increase the target value of the Blanket Contract in the amount of $45,000.00, net of Harmonized Sales Tax, and to extend the expiry date to April 30, 2022, all in accordance with the signed 2021 Additional Terms & Conditions for Purchase Orders to Third Parties Performing Work on City of Toronto/BIA Facilities. The overall target value increased from $255,000.00 to $300,000.00, net of Harmonized Sales Tax.",street graffiti solutions,45000.0,04/26/2021,non-competitive,,CAD
280,11392,"Parks, Forestry & Recreation","For the provision of professional landscape consulting services for the New Splash Pad, Playground,Enhancement & General Park Improvements at Trace Manes Park.",harrington mcavan ltd,30570.0,04/26/2021,non-competitive,,CAD
281,11618,Long-Term Care Homes & Services,"Amendment - For emergency cleaning services which are needed immediately to support the operations of Long Term Care facilities to support the continuing needs  of the COVID pandemic.,To increase the target value by $100,000.00 from $250,000.00 to $350,000.00, net of all taxes and,charges, and to extend validity date from March 31, 2021 to June 30, 2021.",,100000.0,04/23/2021,non-competitive,,CAD
282,11626,Long-Term Care Homes & Services,"For the provision of a qualified and experienced Beverage System Supplier to supply and deliver coffee, tea, juice and fruit drink including installation, removal and maintenance of dispensing equipment from May 16, 2021 to August 15, 2021, all in accordance with the same terms and conditions of the Request for Quotation number 0610-16-0051 and blanket contract number 47019900.",gfs  gordon food service canada,170000.0,04/22/2021,non-competitive,,CAD
283,11608,Solid Waste Management Services,"For the non-exclusive supply, delivery, installation, (installation of pumps and motors remains at the discretion of the City of Toronto), warranty and service of Pumps and Electric Motors as and when required for the City of Toronto's Solid Waste Management Division from April 1, 2021 to September 30, 2021, all in accordance with the same terms and conditions of the Request for Quotation number 1217-16-0042 and blanket contract number 47023174.",anronn electric motor repair,50000.0,04/22/2021,non-competitive,,CAD
284,11339,Municipal Licensing & Standards,For the provision of the supply and delivery of the water for coolers for the officers and refilling the water at 433 Eastern Ave for Municipal Licensing & Standards (MLS) division,,1145.72,04/23/2021,non-competitive,,CAD
285,11678,"Parks, Forestry & Recreation","AMENDMENT #2 - April 22, 2021 - NCPR 11678,AUTHORITY: GL21.22, adopted by the General Government & Licensing Committee on March 29, 2021,Added Line Item 50 in the amount of $ 936,905.00, net of Harmonized Sales Tax, and extended the validity date to June 30, 2022 to continue the maintenance of the temporary shoring scaffolding system installed at Scarborough Gardens Arena.",northstar scaffolding ontario inc,936905.0,04/22/2021,non-competitive,,CAD
286,11642,Corporate Security,"AMENDMENT # 1 April 21, 2021 - (NCP 11642),Added line item 20 for two (200) hundred WalkMe licenses for the use on unlimited City application URLs,,and amended the validity date until April 30, 2022.,PO value changed from $65,250 to $195,234.",orangutech inc,195234.0,04/21/2021,non-competitive,,CAD
287,11666,Fire Services,"AMENDMENT # 1 April 20, 2021 - (NCP 11666),Increased the contract value from $3,300 to $13,500 and extended the validity date from June 30, 2021 to,June 30, 2022.",,13500.0,04/21/2021,non-competitive,,CAD
288,11660,Information & Technology,"AMENDMENT #1 - April 16, 2021 - NCPR 11660 - Renewal,Added Line Item 20 to the Purchase Order for the provision of 2021 Oracle Hardware Maintenance and Support for SPARC T7-1 s/n AK00380136 for the period from March 1, 2021 to December 31, 2021, all in accordance with renewal order Support Service No. 20717215 dated March 19, 2021.",oracle canada ulc,1117.38,04/16/2021,non-competitive,,CAD
289,11669,Fire Services,"For the provision of FireRMS Software Support and Maintenance for the period from January 1, 2021, to December 31, 2021, all in accordance with the signed Agreement dated November 1, 2007 and Invoice No.255566 dated October 7, 2020.",zoll medical canada inc,70434.0,04/16/2021,non-competitive,,CAD
290,11610,Affordable Housing Office,"For the provision of consultation services to provide a robust communication and engagement program to support the Rapid Housing Initiative in 2021, all in accordance with Consulting Services Agreement dated March 23, 2021 and cost estimate dated March 16, 2021.",ideaspace consulting inc,90699.0,04/15/2021,non-competitive,,CAD
291,11610,Affordable Housing Office,"For the provision of consultation services to provide a robust communication and engagement program to support the Rapid Housing Initiative in 2021, all in accordance with Consulting Services Agreement dated March 23, 2021 and cost estimate dated March 16, 2021.",ideaspace consulting inc,90699.0,04/15/2021,non-competitive,,CAD
292,11591,Auditor General,"For provision of the maintenance and support for ACL Analytics and Direct Link Licences for the period,from May 1, 2021 to April 30, 2022",acl services ltd,17498.9,04/15/2021,non-competitive,,CAD
293,11616,Long-Term Care Homes & Services,"Amendment - For the provision nursing services.,To extend validity date from March 31, 2021 to June 30, 2021",ac nursing  health services inc,0.0,04/15/2021,non-competitive,,CAD
294,11614,Toronto Water,"Amendment - For the non-exclusive supply of hydraulic vacuum and pumping truck contractor with driver/operators to clean the inside of incinerator induced draft fans, vacuum clean the hearths of ash and vacuum clean various tanks such as digester tanks, holding tanks and perform maintenance and emergency sewage removal works.,To extend validity date from February 28, 2021 to July 31, 2021",accuworx inc,0.0,04/15/2021,non-competitive,,CAD
295,11628,Toronto Building,"For provision of the five (5) StructureFirst Annual Maintenance and Support Plan for spSlab, spWall,,spColumn, spMats for the period from May 1, 2021 to April 30, 2022.",structure point,6795.0,04/15/2021,non-competitive,,CAD
296,11665,Public Health,"Increased the contract value by $150,000 from $800,000 to $950,000, net of Harmonized Sales Tax, to maintain the unpredictable continuity of Covid-19 response cases. 	,All other terms and conditions remain the same.",r courier,950000.0,04/14/2021,non-competitive,,CAD
297,11169,Facilities Operations,"To extend the expiry date to December 31, 2021 and to increase the target value of the Blanket Contract in the amount of $250,000 from $500,000 to $750,000(net of Harmonized Sales Tax), all in accordance with the Amending Agreement dated April 1, 2021.",graham alarm monitoring,750000.0,04/14/2021,non-competitive,,CAD
298,11484,"Shelter, Support & Housing Administration","For the provision of custodial services and recurring touchpoint disinfection services at various Shelter Facilities to support COVID-19 Emergency Pandemic response for the period from March 1, 2021 to February 28, 2022, all in accordance with the Agreement effective March 1, 2021.",alpine building maintenance,500000.0,04/14/2021,non-competitive,,CAD
299,11482,"Shelter, Support & Housing Administration","For the provision of custodial services and recurring touchpoint disinfection services at various Shelter Facilities to support COVID-19 Emergency Pandemic response for the period from March 1, 2021 to February 28, 2022, all in accordance with the Agreement effective March 1, 2021.",kleenway building maintenance,500000.0,04/14/2021,non-competitive,,CAD
300,11559,Facilities Design & Construction,"For the provision of professional construction services for project N95 Mask Washing Facility at 160 Rivalda Road, Toronto, all in accordance with the Agreement effective March 10, 2021.",rossclair contractors,371303.0,04/14/2021,non-competitive,,CAD
301,11638,Solid Waste Management Services,"Amendment - For the provision of consulting services required for the new Concept 2 Keys (C2K) Program.,To extend validity date from December 31, 2020 to March 31, 2022.",kpmg llp,0.0,04/14/2021,non-competitive,,CAD
302,11659,Engineering & Construction Services - Engineering Services,"For the provision of the Safe Software Annual maintenance and support for the period from January 1, 2021, to December 31, all in accordance with the signed Fourth Amending Agreement effective January 1 2021 and the quotation # P00083745 dated November 23, 2020.",safe software inc,12700.0,04/12/2021,non-competitive,,CAD
303,11360,Fire Services,"For the provision of software support and maintenance for the period from January 1, 2021, to December 31, 2021, all in accordance with the Master Agreement between the City Of Toronto and Quatro Group Software Systems Inc. dated January 1, 2006, and Quotation #Q05724 dated December 15, 2020.",quatro group software systems inc,74891.11,04/12/2021,non-competitive,,CAD
304,11357,Information & Technology,"For the provision of software support and maintenance for the period from January 1, 2021 to December 31, 2021, all in accordance with the Oracle License and Services Agreement dated January 1, 2013 and renewal order support service #13344522 dated December 7, 2020.",oracle canada ulc,350825.71,04/12/2021,non-competitive,,CAD
305,11356,Information & Technology,"For the provision of software support and maintenance for the period from January 1, 2021 to December 31, 2021, all in accordance with the revised Master Agreement dated March 8, 2017 and renewal invoice #90157910 dated December 3, 2020.",esri canada ltd,943670.4,04/12/2021,non-competitive,,CAD
306,11235,Toronto Building,"For the provision of service repairs for the MINOLTA MS6000 microfiche unit (Serial #34017004, all in accordance with the invoice from Kodak Alaris Operations Canada Inc. dated March 14, 2020.",kodak alaris operations canada inc,1311.94,04/09/2021,non-competitive,,CAD
307,11438,Public Health,"For provision of the administrative services required by Toronto Public Health to provide support to the,administrative load as part of the City's COVID-19 response",ian martin information technology,400000.0,04/12/2021,non-competitive,,CAD
308,11355,Fire Services,"For the provision of software support and maintenance for the period from December 1, 2020 to November 30, 2021, all in accordance with the Amendment No.1 Reinstate the to End User License Agreement effective as of December 1 2020.",environics analytics,20454.0,12/29/2020,non-competitive,,CAD
309,11351,Toronto Building,"For the provision of software support and maintenance for the period from October 26, 2020 to October 26, 2021, all in accordance with the Software Licence And Technical Support Agreement and estimate EST-00281 dated October 22, 2020.",idr solutions ltd,250.0,12/29/2020,non-competitive,,CAD
310,11311,Fire Services,"For the provision of non-exclusive supply and delivery of Station Wear (Trousers and Shirts) for the City of Toronto's various Purchasing and Materials Management Division (Stores) locations for a three months period from January 1, 2021 to March 31, 2021, all in accordance with the same terms and conditions of the bid response to Request for Quotation number 0101-16-0084 and blanket contract number 47020137.",safedesign apparel ltd,247190.4,01/13/2021,non-competitive,,CAD
311,11308,Economic Development & Culture,"For work already completed for emergency repairs of bridge ID 806 - Meadowvale Road over Little Rouge,Creek. This work includes repairs of structural steel members of the truss bridge, repairs to the top and,bottom chord, supporting members, and bracing members, and repairs to structural concrete at one,bearing where the bearing is being undermined.",torbridge construction ltd,87387.29,02/26/2021,non-competitive,,CAD
312,11282,Long-Term Care Homes & Services,"For the provision of Pest Control Services, for a six months period from February 1, 2021 to July 31, 2021,,all in accordance with the same terms and conditions of your bid response to Request for Quotation,number 7002-16-7132 and blanket contract number 47020706.",professional pco services,60000.0,02/01/2021,non-competitive,,CAD
313,11279,Information & Technology,"For the provision of software support and maintenance for the period from January 1, 2021 to December,31, 2021, all in accordance with the Amending Agreement dated November 20, 2019.",calytera software inc,347015.88,12/31/2020,non-competitive,,CAD
314,11278,Economic Development & Culture,"For the provision of course fees for required courses for the Certificate of Local Economic Development (LED) program for 11 students sponsored by ED&C Division for the period Fall 2020, Winter 2021, Spring/Summer 2021, and Fall 2021, all in accordance with the invoice from Ryerson University The Chang School of Continuing Education dated October 1, 2020.",ryerson university,30595.84,01/21/2021,non-competitive,,CAD
315,11277,"Parks, Forestry & Recreation","For the provision of arts supplies for Canoe Landing Community Recreation Centre, all in accordance with the Invoice No.0474615 from Curry's Art Store dated November 4, 2020.",currys art store,6327.17,03/19/2021,non-competitive,,CAD
316,11631,Facilities Design & Construction,Amendment - or additional resources for Union Station Enhancement Project Package 1,norr ltd,600000.0,04/08/2021,non-competitive,,CAD
317,11647,Information & Technology,"AMENDMENT# 2 April 7, 2021 (NCPR 11647),Extended the services of Project Manager Michael Nigro from April 19, 2021 until September 30, 2021.,No increase in the PO value.",si systems partnership,191100.0,04/08/2021,non-competitive,,CAD
318,11467,Human Resources,"For the provision of professional recruitment services to staff immunization/vaccination clinics due to the COVID-19 Pandemic for the City of Toronto, all in accordance with the Services Agreement made as of March 17, 2021.",wilson hcg canada inc,300000.0,03/01/2021,non-competitive,,CAD
319,11594,"Shelter, Support & Housing Administration","Amendment - For the provision of the supply and installation of Lexan free-standing wall panels with clear anodized frame finish as and when required on site at the Better Living Centre for the Shelter, Support & Housing Administration Division. ,For the period until December 31,,2021",mcrae imaging inc,500000.0,04/06/2021,non-competitive,,CAD
320,11483,"Shelter, Support & Housing Administration","For the provision of the Covid-19 emergency custodial services and touchpoint disinfection services at various shelter facilities to support the health and safety of staff and homeless clients for the period from March 1, 2021 to February 28, 2022",integrated contracting solutions,500000.0,04/01/2021,non-competitive,,CAD
321,10707,Real Estate Services,Provision of legal services related to the partial expropriation of Union Station by Metrolinx,osler hoskin  harcourt llp,100000.0,03/30/2021,non-competitive,,CAD
322,11373,"Shelter, Support & Housing Administration","For the provision of the non-exclusive Supply, Delivery and Installation of Office Seating and Furniture.",ergocentric inc,99564.0,03/30/2021,non-competitive,,CAD
323,11529,Transportation Services,"For the provision of supply and delivery of 30"" Consumable Replacement Kit"" and 1 Spare LED,Illumination Engine for our TOC Video Wall",imtech corporation dba activu corp,116904.41,03/30/2021,non-competitive,,CAD
324,11601,Fleet Services,"AMENDMENT # 1 March 23, 2021 - NCP 11601,Extended the contract validity date from April 17, 2021 to June 10, 2021. No change in the overall contract,value",action hydraulics ltd,74033.01,03/23/2021,non-competitive,,CAD
325,11606,"Parks, Forestry & Recreation","Amendment - to continue the provision of the rental services of portable toilets with sinks,,including the servicing of rentals units twice per day, damage waiver, delivery and fuel surcharge of,twenty-two (22) units.",,53846.89,03/23/2021,non-competitive,,CAD
326,11558,Strategic Communications,This information cannot be disclosed,this information cannot be disclosed,187939.3,03/23/2021,non-competitive,,CAD
327,11596,Real Estate Services,"AMENDMENT # 2 March 18, 2021 - NCP 11596,Extended the contract validity date from February 28, 2021 to December 31, 2021 with no change on the,overall contract value.",rossclair contractors inc,1000000.0,03/18/2021,non-competitive,,CAD
328,11598,Toronto Water,"AMENDMENT # 1 March 18, 2021 - NCP 11598,Added line item 20 in the amount of $ 222,040.00 and extended the services of Oracle APex/PL/SQL,Developer Xiangdong Li for another 12 months until April 17, 2022 as per Schedule ""A"" dated April 1,,2017.",01 millennium consulting inc,440440.0,03/18/2021,non-competitive,,CAD
329,11524,City Planning,"For work already completed for the professional services of Vik Pahwa, to photograph five (5) offices on,the 19th floor, one (1) office on the 18th floor, one (1) office on the 12th floor, the Chief Planner's office, the credenzas and 19th floor hallway and furniture at City Hall",pahwa vikas,2010.0,03/23/2021,non-competitive,,CAD
330,11469,Human Resources,"For the provision of professional recruitment services to staff immunization/vaccination clinics due to the COVID-19 Pandemic for the City of Toronto, all in accordance with the Agreement effective February 24, 2021.",hr associates inc,300000.0,02/24/2021,non-competitive,,CAD
331,11507,"Parks, Forestry & Recreation",For work already completed for the dedicated short code to support SMS texting to Recreation Workers of shift opportunities and confirmations.,swift sms gateway inc,7040.0,03/17/2021,non-competitive,,CAD
332,11593,Auditor General,This information cannot be disclosed.,this information cannot be disclosed,40000.0,03/17/2021,non-competitive,,CAD
333,11490,"Parks, Forestry & Recreation",For the trailer rental for Earl Bales Ski & Snowboard Centre and Centennial Ski & Snowboard Centre.,atco structures  logistics ltd,27220.56,03/16/2021,non-competitive,,CAD
334,11521,"Shelter, Support & Housing Administration","For the emergency supply of Lexan free-standing wall panels, with clear anodized frame finish which are,required on- site at various temporary shelter locations for Shelter Support and Housing Administration,Division (SSHA) as per quote dated February 19, 2021.",bb frp manufacturing inc,412250.0,03/16/2021,non-competitive,,CAD
335,11589,Toronto Water,"AUTHORITY: GL16.5 Adopted by City Council on October 27, 28, 29 & 30, 2020.,For iPACS System software maintenance and support services for the period of July 1, 2021 to June 30, 2022",enfotech  consulting inc,43000.0,03/16/2021,non-competitive,,CAD
336,11419,Human Resources,"For the provision of professional recruitment services to staff immunization/vaccination clinics due to the COVID-19 Pandemic for the City of Toronto, all in accordance with the Agreement effective February 24, 2021.",drake international inc,300000.0,02/24/2021,non-competitive,,CAD
337,11189,"Parks, Forestry & Recreation","For the provision of trailer rentals at Centennial Park and Earl Bales Park from May 1, 2021 to December 31, 2021. This Purchase Order is to pay for outstanding invoices only.",atco,6051870.0,03/16/2021,non-competitive,,CAD
338,10423,Human Resources,"For the provision of on-premises Case Management System solution, including the setup of the CMS,system and related professional services, documentation and training services",resolve software group pty ltd,224442.0,03/15/2021,non-competitive,,CAD
339,11585,"Shelter, Support & Housing Administration","AMENDMENT # 1 March 10, 2021 - NCP 11585,Increased the contract value from $100,000 to $150,000 and extended the validity date until May 31, 2021.",direct construction company limited,150000.0,03/11/2021,non-competitive,,CAD
340,11513,"Parks, Forestry & Recreation","AMENDMENT # 1 March 10, 2021 - NCP 11513,Increased the contract value by $348,940.53 and extended the validity date until May 31, 2021 to continue,the provision of custodial services.,Contract value increased from $1,273,042.15 to $1,621,982.68.,All other terms and conditions remain the same.",waterford services inc,1621982.68,03/11/2021,non-competitive,,CAD
341,11368,"Shelter, Support & Housing Administration","For the provision of Short Term emergency accommodation/lodging services for people facing,homelessness for Shelter, Support & Housing Administration for the period of January 1, 2021 to December 31, 2021 as per Legal Agreement dated February 9, 2021",maple leaf motel,500000.0,03/11/2021,non-competitive,,CAD
342,11320,Solid Waste Management Services,"Renewal - Procurement of the non-exclusive supply, delivery, installation, removal and disposal of Chain Link Fencing for the City of Toronto Solid Waste Management Services Division as and when required for the period from September 16, 2020 to December 31, 2020",tristar fence ltd,30000.0,03/12/2021,non-competitive,,CAD
343,11557,Emergency Medical Services,"Amendment - For the provision of the non-exclusive supply of all labour, materials, parts to repair 195 Panasonic CF-19 Tough books not covered under warranty for the period from May 23, 2019 to November 22, 2020.,to extend validity date from March 31, 2021 to December 31, 2021",,150000.0,03/12/2021,non-competitive,,CAD
344,11296,Engineering & Construction Services - Engineering Services,For the provision of the Fairness Monitor Services for the evaluation of RFP # 9117-20-7023,,1236.25,03/12/2021,non-competitive,,CAD
345,11522,Transportation Services,"For the provision of the five (5) Year OMS  S,Subscription Renewal for use within the Street Events and Rights of Way Program",applied geologics inc,324630.83,03/10/2021,non-competitive,,CAD
346,11534,Toronto Water,For the provision of the maintenance and support for eRIS Logbooks and Reports Software,westin technology solutions llc,90995.0,03/10/2021,non-competitive,,CAD
347,11550,Auditor General,For the provision of Consulting Services to undertake and complete Information (IT) and cybersecurity audits as required by the City's Auditor Generals Office.,mnp llp,378950.0,03/09/2021,non-competitive,,CAD
348,11511,Public Health,"For the emergency critical supply and delivery of Plexiglas Sneeze Guards that will be installed at all,vaccine sites to provide protection between immunizers and the public client.",mr signs,90000.0,03/09/2021,non-competitive,,CAD
349,11255,Legal Services,"For the provision of legal services for additional and unexpected investigation services required to finish a sensitive investigation under the City's Human Rights and Anti-Harassment/Discrimination Policy,(""HRAP"")",,12260.5,03/10/2021,non-competitive,,CAD
350,11326,City Planning,"For the provision of Rail Safety and Risk Mitigation Report Peer Review services from HATCH,Corporation.",hatch corporation,134875.0,03/05/2021,non-competitive,,CAD
351,11489,City Planning,"For the provision a compressed community consultation program for the Port Lands Production, Interactive,and Creative (PIC) Core Urban Design Guidelines Study with the same terms and conditions as DPO,#3585566 and as per vendor's quotation dated January 13, 2021.",lura consulting,15010.0,03/08/2021,non-competitive,,CAD
352,11468,Human Resources,"For the provision of professional recruitment services to staff immunization/vaccination clinics due to the COVID-19 Pandemic for the City of Toronto, all in accordance with the Agreement effective February 24, 2021.",quantum management services,300000.0,02/24/2021,non-competitive,,CAD
353,11369,"Shelter, Support & Housing Administration","For the provision of Short Term emergency accommodation/lodging services for people facing,homelessness for Shelter, Support & Housing Administration for the period of January 1, 2021 to December 31, 2021",new lido inc,500000.0,03/05/2021,non-competitive,,CAD
354,11554,Real Estate Services,"AMENDMENT #2 - March 4, 2021 - NCP 11554,Extended the validity date until April 30, 2021 to continue the provision of Custodial Services at various,Shelter, Support & Housing Administration locations with no increase to the contract value.",integrated contracting solutions inc,727726.0,03/05/2021,non-competitive,,CAD
355,1552,Real Estate Services,"AMENDMENT # 1 March 4, 2021 # NCP 11552,Increased the contract value from $450,000 to $800,000 and extended the validity date until May 31, 2021.",,800000.0,03/05/2021,non-competitive,,CAD
356,11561,Information & Technology,"AMENDMENT # 1 March 4, 2021 - NCP 11561,Extended the delivery date for the professional services of a Telecommunications and Strategy Specialist,Rohan Patel from March 13, 2021 to May 25, 2021 with no increase on the PO value.",01 millennium consulting inc,131950.0,03/05/2021,non-competitive,,CAD
357,11503,Municipal Licensing & Standards,Amendment - For the provision of e-Gift Cards in various denominations as and when required by Toronto Animal Services,,50000.0,03/04/2021,non-competitive,,CAD
358,11457,Real Estate Services,"For the provision of locksmith services for the period from January 13, 2021 to June 30, 2021",reilly lock  security systems limi,450000.0,03/04/2021,non-competitive,,CAD
359,11456,Real Estate Services,"For the provision of locksmith services for the period from January 13, 2021 to June 30, 2021",abc security access system,450000.0,03/04/2021,non-competitive,,CAD
360,11515,Real Estate Services,"Amendment - For the supply of custodial services to ensure continuity of services.,To extend validity date from December 31, 2020 to May 31, 2021",,0.0,03/03/2021,non-competitive,,CAD
361,11372,Municipal Licensing & Standards,For the provision of emergency services to remove hazardous waste (septic sewage) posing immediate health and safety concerns at 279 Woodfield Rd.,gfl environmental,177058.04,03/03/2021,non-competitive,,CAD
362,11532,Public Health,"For the subscription and support of the vendor hosted on-line e-chat application for the period from February 9, 2021 to September 29, 2022, all in accordance with Comm100 Sales Quote dated November 24, 2020 and with the EULA/Data Processing Addendum.",comm100,18496.0,03/02/2021,non-competitive,,CAD
363,11525,Information & Technology,"For the provision of Renewal of SAS software licenses for the period from January 1, 2021 to December,31, 2021",,116103.0,03/01/2021,non-competitive,,CAD
364,11510,Toronto Water,"Amendment - For the provision of the Trimble Unity - Hosted User Subscription. ,to extend the services from December 31. 2020 to June 30, 2021",trimble europe b v,60000.0,03/01/2021,non-competitive,,CAD
365,11512,Municipal Licensing & Standards,"For work already completed for the delivery of services for hoarding, fencing, boarding/blocking of doors,,windows and other openings in buildings and structures, and for the draining of swimming pools and stagnant water at various locations within the City of Toronto",sure general contractors inc,27695.87,02/26/2021,non-competitive,,CAD
366,11523,Transportation Services,Annual AGL Support services for Street Furniture Asset Management  System,applied geologics inc,330575.59,02/25/2021,non-competitive,,CAD
367,11536,Fire Services,"AUTHORITY: GL16.5 Adopted by City Council on October 27, 28 and 30, 2020,For the provision of maintenance and support of Insight Light Automotive Diagnostic Software and,Maintenance and support of Quick Serve On-Line support resource access.",,4900.5,02/25/2021,non-competitive,,CAD
368,10995,Real Estate Services,"For the provision of professional services from Revay and Associates Limited to provide Scheduling and Claims Support Services for the St. Lawrence Market North Redevelopment Project, all in accordance with the Agreement effective September 9, 2020.",revay  asssociates ltd,200000.0,02/26/2021,non-competitive,,CAD
369,11498,Long-Term Care Homes & Services,"For the non- exclusive provision of Registered Nurses (RNs) Specializing in Enterostomal Therapy (ET),Wound Care, for on-site assessment and treatment recommendations for various types of wounds and,ostomies for the City of Toronto's Seniors Services and Long-Term Care Division from March 10, 2021 to,May 9, 2021.",vha home healthcare,20000.0,02/26/2021,non-competitive,,CAD
370,11520,Human Resources,"Amendment - For the provision of Occupational Medical Consultative Services for the City of Toronto. ,to extend the services from October 31. 2020 to April 30, 2021",dr howard hamer medicine prof corp,10000.0,02/26/2021,non-competitive,,CAD
371,11527,Solid Waste Management Services,"amendment - To update the Text under Line Item 10 by applying CPI adjustment for the period from December 1, 2020 to November 30, 2021.,For the provision of the supply, delivery and maintenance of recycling and garbage bins,",rehrig pacific company,0.0,02/25/2021,non-competitive,,CAD
372,11352,Purchasing & Materials Management,"AMENDMENT No. 2 January 21, 2021 (NCPR 11452),Increased the contract in the amount of $3,660.00 to cover the cost of 50 packs of isolation gowns that,were over shipped. Contract value increased from $1,586,650.00 to $1,590,310.00.,All other terms and conditions remain the same.",amg medical inc,1590310.0,01/21/2021,non-competitive,,CAD
